,start_station_name,end_station_name,start_lat,start_lng,end_lat,end_lng,value
3133903,Lenox Ave & W 111 St,Central Park North & Adam Clayton Powell Blvd,40.7987859,-73.9523,40.799484,-73.955613,1365
4380653,W 22 St & 10 Ave,West St & Chambers St,40.74691959,-74.00451887,40.71754834,-74.01322069,1362
3243190,Little West St & 1 Pl,Broadway & Battery Pl,40.70569254,-74.01677685,40.70463334,-74.01361706,1362
103257,10 Ave & W 28 St,W 20 St & 7 Ave,40.75066386,-74.00176802,40.74238787,-73.99726235,1362
188343,2 Ave & E 29 St,E 25 St & 2 Ave,40.74172351097472,-73.97809267044067,40.73912601,-73.97973776,1361
605828,6 Ave & W 34 St,W 42 St & 6 Ave,40.74964,-73.98805,40.75492,-73.98455,1360
3812655,S 4 St & Wythe Ave,Berry St & N 8 St,40.71285887,-73.96590294,40.7190095,-73.95852515,1360
3205562,Lexington Ave & E 24 St,W 31 St & 7 Ave,40.74025878,-73.98409214,40.749156,-73.9916,1359
4949033,Water St &  Fletcher St,Water St &  Fletcher St,40.706410755236135,-74.00559738278389,40.706410755236135,-74.00559738278389,1359
872642,Amsterdam Ave & W 73 St,W 87 St & Amsterdam Ave,40.77966809007312,-73.98093044757842,40.78839,-73.9747,1358
4884874,Wards Meadow Comfort Station,2 Ave & E 96 St,40.78294,-73.93077,40.7839636,-73.9471673,1357
18513,1 Ave & E 30 St,1 Ave & E 30 St,40.74144387,-73.97536082,40.74144387,-73.97536082,1357
2078830,E 33 St & 1 Ave,E 33 St & 5 Ave,40.74322681432173,-73.97449783980846,40.74765947,-73.98490707,1357
2640010,Frederick Douglass Blvd & W 117 St,Frederick Douglass Blvd & W 115 St,40.805159,-73.954692,40.8038654,-73.9559308,1356
2591712,Forsyth St & Broome St,Forsyth St & Broome St,40.71893904,-73.99266288,40.71893904,-73.99266288,1356
938139,Avenue D & E 3 St,Avenue D & E 3 St,40.72082834,-73.97793172,40.72082834,-73.97793172,1355
216435,2 Ave & E 99 St,2 Ave & E 96 St,40.7862586,-73.94552579,40.7839636,-73.9471673,1355
4480708,W 34 St & 11 Ave,West St & Chambers St,40.75594159,-74.0021163,40.71754834,-74.01322069,1354
1548574,Clinton St & Grand St,Market St & Henry St,40.71559509,-73.9870295,40.71310702305908,-73.99446353316307,1353
4521629,W 37 St & 5 Ave,W 37 St & 5 Ave,40.75038009,-73.98338988,40.75038009,-73.98338988,1353
3849886,Scholes St & Manhattan Ave,Scholes St & Manhattan Ave,40.70870368,-73.9448625,40.70870368,-73.9448625,1350
1992344,E 20 St & FDR Dr,1 Ave & E 18 St,40.733208626522426,-73.9756813647,40.73381219196632,-73.98054420948029,1349
2552053,Emerson Pl & Myrtle Ave,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,40.69363137,-73.96223558,1348
155069,12 Ave & W 40 St,W 16 St & The High Line,40.76087502,-74.00277668,40.74334935,-74.00681753,1347
610363,6 Ave & W 45 St,Central Park S & 6 Ave,40.756951,-73.982631,40.76590936,-73.97634151,1347
510615,5 Ave & E 72 St,5 Ave & E 78 St,40.77282817,-73.96685276,40.77632142182271,-73.96427392959595,1346
203160,2 Ave & E 72 St,1 Ave & E 62 St,40.7687620293096,-73.95840793848038,40.7612274,-73.96094022,1346
195196,2 Ave & E 31 St,E 13 St & 2 Ave,40.74290902,-73.97706058,40.73153937464073,-73.9853024482727,1346
1518757,Cleveland Pl & Spring St,Lafayette St & Jersey St,40.722103786686034,-73.99724900722504,40.72456089,-73.99565293,1345
3819632,S 4 St & Wythe Ave,S 5 Pl & S 5 St,40.71285887,-73.96590294,40.710451,-73.960876,1341
2618237,Franklin St & Dupont St,Huron St & Franklin St,40.73564,-73.95866,40.73266,-73.95826,1340
2353786,E 7 St & Ave C,Ave A & E 14 St,40.72412944090093,-73.97901266813278,40.73031071000895,-73.98047178983688,1337
4500783,W 36 St & 7 Ave,W 36 St & 7 Ave,40.752149,-73.989539,40.752149,-73.989539,1336
4417192,W 27 St & 7 Ave,10 Ave & W 28 St,40.746647,-73.993915,40.75066386,-74.00176802,1335
3039676,Kenmare St & Elizabeth St,Kenmare St & Elizabeth St,40.72054,-73.9949,40.72054,-73.9949,1335
1107717,Broadway & E 21 St,Broadway & E 14 St,40.73988840858996,-73.98958593606949,40.73454567,-73.99074142,1334
4158774,W 10 St & Washington St,W 10 St & Washington St,40.73342399437081,-74.00851495563984,40.73342399437081,-74.00851495563984,1332
2233101,E 51 St & 2 Ave,E 51 St & 2 Ave,40.755293,-73.967641,40.755293,-73.967641,1332
3008920,Jay St & York St,Jay St & York St,40.70140317257725,-73.98672670125961,40.70140317257725,-73.98672670125961,1332
3240139,Lispenard St & Broadway,Lispenard St & Broadway,40.71939226,-74.00247214,40.71939226,-74.00247214,1332
4103730,University Pl & E 14 St,Greenwich Ave & 8 Ave,40.734814,-73.992085,40.7390169121,-74.0026376103,1332
2701586,Fulton St & William St,Fulton St & William St,40.70960089363537,-74.00655090808868,40.70960089363537,-74.00655090808868,1331
4693371,W 54 St & 11 Ave,11 Ave & W 41 St,40.768333,-73.992573,40.76030096,-73.99884222,1331
3891792,South St & Whitehall St,South St & Gouverneur Ln,40.70122128,-74.01234218,40.70355377,-74.00670227,1331
675336,8 Ave & W 16 St,W 22 St & 8 Ave,40.740983,-74.001702,40.74475148,-73.99915362,1330
2816320,Grand St & Samuel Dickstein Plaza,Norfolk St & Broome St,40.71511871996496,-73.98417055606842,40.7172274,-73.98802084,1330
1598619,Columbus Ave & W 95 St,W 84 St & Columbus Ave,40.7919557,-73.968087,40.78499979,-73.97283406,1330
18691,1 Ave & E 30 St,1 Ave & E 39 St,40.74144387,-73.97536082,40.74714,-73.97113,1330
2067703,E 32 St & Park Ave,2 Ave & E 31 St,40.7457121,-73.98194829,40.74290902,-73.97706058,1329
5011690,West St & Chambers St,W 30 St & 10 Ave,40.71754834,-74.01322069,40.752694,-74.002353,1329
1251120,Broadway & W 58 St,Broadway	& W 48 St,40.76695317,-73.98169333,40.76017739537783,-73.98486793041229,1329
3623640,Perry St & Greenwich Ave,Perry St & Greenwich Ave,40.735918,-74.000939,40.735918,-74.000939,1328
2981663,India St Pier,India St & Manhattan Ave,40.731734785883454,-73.9612390102593,40.73232194,-73.9550858,1328
4766739,W 67 St & Broadway,Amsterdam Ave & W 79 St,40.77492513,-73.98266566,40.7829391,-73.9786517,1328
4471910,W 34 St &	Hudson Blvd E,Hudson Blvd E & W 36 St,40.75516719072139,-74.00059908628464,40.75630628938069,-73.99951145061095,1327
4596131,W 44 St & 11 Ave,W 34 St & 11 Ave,40.762009,-73.996975,40.75594159,-74.0021163,1326
3903162,Southpoint Park,Motorgate,40.75370225419114,-73.95865201950072,40.7639089,-73.9477213,1326
2207207,E 48 St & 5 Ave,W 41 St & 8 Ave,40.75724567911726,-73.97805914282799,40.75640548,-73.9900262,1325
2350030,E 7 St & Ave B,Ave A & E 14 St,40.7251285241158,-73.98131668567657,40.73031071000895,-73.98047178983688,1325
3589315,Park Ave & E 124 St,Park Ave & E 124 St,40.8045555,-73.9396861,40.8045555,-73.9396861,1325
4788055,W 74 St & Columbus Ave,W 74 St & Columbus Ave,40.7785669,-73.97754961,40.7785669,-73.97754961,1325
531043,5 Ave & E 93 St,5 Ave & E 87 St,40.7857851,-73.957481,40.78232260730881,-73.95987510681152,1324
2956681,Hudson St & Reade St,Hudson St & Reade St,40.71625008,-74.0091059,40.71625008,-74.0091059,1324
748759,9 Ave & W 22 St,W 18 St & 6 Ave,40.7454973,-74.00197139,40.73971301,-73.99456405,1324
3885759,South St & Gouverneur Ln,West St & Liberty St,40.70355377,-74.00670227,40.711444,-74.014847,1324
3363580,Mercer St & Bleecker St,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,40.72706363348306,-73.99662137031554,1324
2630483,Frederick Douglass Blvd & W 112 St,W 110 St & Amsterdam Ave,40.801694,-73.957145,40.802692,-73.96295,1322
4184774,W 106 St & Central Park West,Central Park W & W 103 St,40.7981856,-73.9605909006,40.79558954105342,-73.96188408136368,1322
2402417,E 80 St & 2 Ave,2 Ave & E 72 St,40.77391390238118,-73.9543953537941,40.7687620293096,-73.95840793848038,1321
1728268,Driggs Ave & N 9 St,Nassau Ave & Russell St,40.71816969454208,-73.95520135760307,40.72557,-73.94434,1321
2199231,E 48 St & 3 Ave,E 48 St & 3 Ave,40.7546011026,-73.971878855,40.7546011026,-73.971878855,1321
1408529,Central Park North & Adam Clayton Powell Blvd,Central Park West & W 72 St,40.799484,-73.955613,40.77579376683666,-73.9762057363987,1321
2521374,E Houston St & Columbia St,E Houston St & Columbia St,40.71978635452822,-73.97871628403664,40.71978635452822,-73.97871628403664,1321
3262570,MacDougal St & Washington Sq,MacDougal St & Washington Sq,40.73226398,-73.99852205,40.73226398,-73.99852205,1320
3495519,N 6 St & Bedford Ave,Bedford Ave & Nassau Ave,40.71745169,-73.95850939,40.72311651,-73.95212324,1319
925771,Ave A & E 14 St,E 6 St & Avenue B,40.73031071000895,-73.98047178983688,40.72453734,-73.98185424,1318
3904754,Spring St & Hudson St,Christopher St & Greenwich St,40.72583996792375,-74.0076532959938,40.73291553,-74.00711384,1318
3625591,Picnic Point,Picnic Point,40.68512559515415,-74.02535319328308,40.68512559515415,-74.02535319328308,1316
24877,1 Ave & E 39 St,1 Ave & E 68 St,40.74714,-73.97113,40.76500525,-73.95818491,1315
3442663,Morton St & Washington St,Morton St & Washington St,40.73115,-74.00887,40.73115,-74.00887,1315
4107318,University Pl & E 14 St,W 13 St & 7 Ave,40.734814,-73.992085,40.73781509,-73.99994661,1315
1827825,E 12 St & Ave C,Ave A & E 14 St,40.727243,-73.976831,40.73031071000895,-73.98047178983688,1315
2506494,E 97 St & Madison Ave,E 97 St & Madison Ave,40.787801,-73.953559,40.787801,-73.953559,1314
4267702,W 15 St & 10 Ave,W 15 St & 10 Ave,40.74275382865903,-74.00747358798981,40.74275382865903,-74.00747358798981,1313
1448252,Central Park West & W 72 St,Central Park W & W 91 St,40.77579376683666,-73.9762057363987,40.78866499127884,-73.96680057048798,1312
4384740,W 22 St & 8 Ave,W 20 St & 10 Ave,40.74475148,-73.99915362,40.745686,-74.005141,1312
2724721,Graham Ave & Conselyea St,Driggs Ave & N Henry St,40.715143,-73.944507,40.72325,-73.94308,1310
1016115,Berkeley Pl & 7 Ave,7 Ave & Park Pl,40.675146838709786,-73.97523209452629,40.6776147,-73.97324283,1310
3209326,Lexington Ave & E 26 St,Lexington Ave & E 26 St,40.741459,-73.983293,40.741459,-73.983293,1310
4447577,W 30 St & 8 Ave,W 30 St & 8 Ave,40.74965268472847,-73.9952078461647,40.74965268472847,-73.9952078461647,1309
3540970,Norfolk St & Broome St,S 5 Pl & S 5 St,40.7172274,-73.98802084,40.710451,-73.960876,1308
524032,5 Ave & E 87 St,5 Ave & E 72 St,40.78232260730881,-73.95987510681152,40.77282817,-73.96685276,1307
1007567,Bergen St & Vanderbilt Ave,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,40.6794388,-73.9680438,1307
2613031,Franklin Ave & St Marks Ave,Eastern Pkwy & Franklin Ave,40.6758324,-73.9561677,40.6707767,-73.9576801,1305
4642683,W 49 St & 8 Ave,9 Ave & W 45 St,40.76227205,-73.98788205,40.76019252,-73.9912551,1304
2287962,E 58 St & 1 Ave (NW Corner),E 58 St & 1 Ave (NW Corner),40.759125,-73.962658,40.759125,-73.962658,1304
3220987,Lexington Ave & E 36 St,Lexington Ave & E 36 St,40.7475739589548,-73.9788007736206,40.7475739589548,-73.9788007736206,1303
2815574,Grand St & Samuel Dickstein Plaza,Grand St & Samuel Dickstein Plaza,40.71511871996496,-73.98417055606842,40.71511871996496,-73.98417055606842,1302
127647,11 Ave & W 41 St,Broadway & W 41 St,40.76030096,-73.99884222,40.75513557,-73.98658032,1301
4992929,West End Ave & W 60 St,W 59 St & 10 Ave,40.77237,-73.99005,40.770513,-73.988038,1301
4764002,W 64 St & Thelonious Monk Circle,W 67 St & Broadway,40.77515953434235,-73.98918695747852,40.77492513,-73.98266566,1300
2559375,FDR Drive & E 35 St,1 Ave & E 39 St,40.744219,-73.97121214,40.74714,-73.97113,1299
3920143,St James Pl & Oliver St,St James Pl & Oliver St,40.71307916,-73.99851193,40.71307916,-73.99851193,1299
1253859,Broadway & W 58 St,Central Park West & W 68 St,40.76695317,-73.98169333,40.7734066,-73.97782542,1299
1114824,Broadway & E 21 St,W 22 St & 10 Ave,40.73988840858996,-73.98958593606949,40.74691959,-74.00451887,1299
5013958,West St & Chambers St,West Thames St,40.71754834,-74.01322069,40.70834698,-74.01713445,1299
1448089,Central Park West & W 72 St,Central Park S & 6 Ave,40.77579376683666,-73.9762057363987,40.76590936,-73.97634151,1298
4661804,W 50 St & 9 Ave,W 50 St & 9 Ave,40.76360467795863,-73.98917958140373,40.76360467795863,-73.98917958140373,1297
191716,2 Ave & E 29 St,W 31 St & 7 Ave,40.74172351097472,-73.97809267044067,40.749156,-73.9916,1296
1439230,Central Park West & W 68 St,7 Ave & Central Park South,40.7734066,-73.97782542,40.7667405590595,-73.9790689945221,1296
3947565,St Nicholas Ave & Manhattan Ave,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,40.809725,-73.953149,1296
587080,6 Ave & W 33 St,Central Park S & 6 Ave,40.74901271,-73.98848395,40.76590936,-73.97634151,1295
4545315,W 41 St & 8 Ave,11 Ave & W 41 St,40.75640548,-73.9900262,40.76030096,-73.99884222,1295
4453506,W 31 St & 7 Ave,E 27 St & 1 Ave,40.749156,-73.9916,40.739445,-73.976806,1294
3467829,Murray St & Greenwich St,West Thames St,40.71485150526252,-74.01122331619263,40.70834698,-74.01713445,1293
4974733,West Drive & Prospect Park West,Flatbush Ave & Ocean Ave,40.6610633719006,-73.97945255041122,40.663657,-73.963014,1293
2384745,E 75 St & 3 Ave,E 75 St & 3 Ave,40.77112927,-73.95772297,40.77112927,-73.95772297,1292
1553550,Clinton St & Joralemon St,Henry St & Degraw St,40.69239502,-73.99337909,40.6847514,-73.99917254,1292
4449953,W 31 St & 7 Ave,6 Ave & W 33 St,40.749156,-73.9916,40.74901271,-73.98848395,1291
1858872,E 14 St & 1 Ave,E 14 St & 1 Ave,40.73139303364151,-73.98286700248718,40.73139303364151,-73.98286700248718,1289
704479,8 Ave & W 33 St,W 37 St & 10 Ave,40.751551,-73.993934,40.75660359,-73.9979009,1288
984035,Bedford Ave & Nassau Ave,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,40.72311651,-73.95212324,1288
696988,8 Ave & W 33 St,8 Ave & W 38 St,40.751551,-73.993934,40.75461,-73.99177,1287
4984319,West End Ave & W 60 St,11 Ave & W 59 St,40.77237,-73.99005,40.77149671054441,-73.99046033620834,1287
5015514,West St & Liberty St,Broadway & Battery Pl,40.711444,-74.014847,40.70463334,-74.01361706,1287
3118853,Lafayette St & Jersey St,Lafayette St & E 8 St,40.72456089,-73.99565293,40.73020660529954,-73.99102628231049,1287
3147918,Lenox Ave & W 126 St,Lenox Ave & W 126 St,40.808442,-73.9452087,40.808442,-73.9452087,1286
5008054,West St & Chambers St,Greenwich St & W Houston St,40.71754834,-74.01322069,40.728846,-74.008591,1286
2981727,India St Pier,India St Pier,40.731734785883454,-73.9612390102593,40.731734785883454,-73.9612390102593,1285
3338191,McGuinness Blvd & Eagle St,McGuinness Blvd & Eagle St,40.73555,-73.95284,40.73555,-73.95284,1285
4415456,W 26 St & 8 Ave,W 26 St & 10 Ave,40.74734825,-73.99723551,40.749717753,-74.002950346,1285
925978,Ave A & E 14 St,E 7 St & Ave B,40.73031071000895,-73.98047178983688,40.7251285241158,-73.98131668567657,1284
4140981,Vesey Pl & River Terrace,10 Ave & W 14 St,40.7153379,-74.01658354,40.74198159994023,-74.00831580162048,1284
4201858,W 110 St & Amsterdam Ave,W 110 St & Amsterdam Ave,40.802692,-73.96295,40.802692,-73.96295,1283
3392887,Milton St & Franklin St,Berry St & N 8 St,40.72906,-73.95779,40.7190095,-73.95852515,1283
5026296,West Thames St,Vesey Pl & River Terrace,40.70834698,-74.01713445,40.7153379,-74.01658354,1282
30876,1 Ave & E 44 St,1 Ave & E 44 St,40.75001986,-73.96905301,40.75001986,-73.96905301,1282
2210774,E 5 St & Ave A,E 5 St & Ave A,40.72479007746337,-73.98430064320564,40.72479007746337,-73.98430064320564,1281
1559703,Clinton St & Union St,Clinton St & Joralemon St,40.6831164,-73.99785267,40.69239502,-73.99337909,1279
4650321,W 50 St & 10 Ave,8 Ave & W 49 St,40.76473420006519,-73.99194359779358,40.76171227910671,-73.98655101656914,1277
4365174,W 21 St & 6 Ave,W 20 St & 7 Ave,40.74173969,-73.99415556,40.74238787,-73.99726235,1277
4856167,W Broadway & W Houston St,W Broadway & W Houston St,40.726378,-74.000472,40.726378,-74.000472,1276
528005,5 Ave & E 87 St,Grand Army Plaza & Central Park S,40.78232260730881,-73.95987510681152,40.7643971,-73.97371465,1276
598701,6 Ave & W 34 St,Broadway & W 25 St,40.74964,-73.98805,40.74286877312112,-73.98918628692627,1276
1079425,Broadway & Berry St,Broadway & Roebling St,40.71044554,-73.96525063,40.70924826276157,-73.96063148975372,1274
3513064,Nassau Ave & Russell St,Leonard St & Nassau Ave,40.72557,-73.94434,40.7239567849954,-73.94984364509583,1271
99186,10 Ave & W 28 St,9 Ave & W 22 St,40.75066386,-74.00176802,40.7454973,-74.00197139,1271
521292,5 Ave & E 78 St,Grand Army Plaza & Central Park S,40.77632142182271,-73.96427392959595,40.7643971,-73.97371465,1270
753589,9 Ave & W 45 St,8 Ave & W 33 St,40.76019252,-73.9912551,40.751551,-73.993934,1270
4684870,W 52 St & 6 Ave,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,40.76132983124814,-73.97982001304626,1270
3826232,S 5 Pl & S 5 St,Norfolk St & Broome St,40.710451,-73.960876,40.7172274,-73.98802084,1269
4606854,W 44 St & 5 Ave,W 41 St & 8 Ave,40.75500254,-73.98014437,40.75640548,-73.9900262,1268
3499895,N 6 St & Bedford Ave,Milton St & Franklin St,40.71745169,-73.95850939,40.72906,-73.95779,1266
1330060,Canal St & Rutgers St,Grand St & Samuel Dickstein Plaza,40.71427487,-73.98990025,40.71511871996496,-73.98417055606842,1265
601007,6 Ave & W 34 St,E 33 St & 1 Ave,40.74964,-73.98805,40.74322681432173,-73.97449783980846,1264
2035794,E 27 St & 1 Ave,1 Ave & E 39 St,40.739445,-73.976806,40.74714,-73.97113,1264
3638659,Pike St & Monroe St,Pike St & Monroe St,40.71173107,-73.99193043,40.71173107,-73.99193043,1263
3501149,N 6 St & Bedford Ave,S 3 St & Bedford Ave,40.71745169,-73.95850939,40.71260486,-73.96264403,1262
5022559,West St & Liberty St,West Thames St,40.711444,-74.014847,40.70834698,-74.01713445,1262
2814182,Grand St & Samuel Dickstein Plaza,Canal St & Rutgers St,40.71511871996496,-73.98417055606842,40.71427487,-73.98990025,1260
3128152,Lawrence St & Willoughby St,Lawrence St & Willoughby St,40.69236178,-73.98631746,40.69236178,-73.98631746,1256
3548098,North Moore St & Greenwich St,Murray St & Greenwich St,40.72019521437465,-74.0103006362915,40.71485150526252,-74.01122331619263,1256
4287259,W 16 St & The High Line,E 16 St & 5 Ave,40.74334935,-74.00681753,40.73726186,-73.99238967,1255
783276,Adam Clayton Powell Blvd & W 138 St,Adam Clayton Powell Blvd & W 138 St,40.81695971032464,-73.9422959089279,40.81695971032464,-73.9422959089279,1255
3543239,Norman St & Wyckoff Ave,Forest Ave & Summerfield St,40.69517,-73.90311,40.69922,-73.89795,1254
1549049,Clinton St & Grand St,Norfolk St & Broome St,40.71559509,-73.9870295,40.7172274,-73.98802084,1253
3833238,Sands St & Jay St,Flushing Ave & Vanderbilt Ave,40.700119,-73.9862,40.69795031569544,-73.97077560424805,1252
4700230,W 54 St & 11 Ave,W 34 St & 11 Ave,40.768333,-73.992573,40.75594159,-74.0021163,1252
651022,7 Ave & Park Pl,Berkeley Pl & 7 Ave,40.6776147,-73.97324283,40.675146838709786,-73.97523209452629,1252
2050051,E 3 St & 1 Ave,E 3 St & 1 Ave,40.72467721,-73.98783413,40.72467721,-73.98783413,1251
1961628,E 19 St & 3 Ave,E 19 St & 3 Ave,40.73624527,-73.98473765,40.73624527,-73.98473765,1249
3057482,King St & Varick St,King St & Varick St,40.72789701409023,-74.00536268949507,40.72789701409023,-74.00536268949507,1249
3524369,Nelson Ave & W 172 St,Nelson Ave & W 172 St,40.843965,-73.920999,40.843965,-73.920999,1249
3143042,Lenox Ave & W 117 St,Lenox Ave & W 117 St,40.8025566,-73.9490782,40.8025566,-73.9490782,1248
1976061,E 2 St & Avenue B,E 2 St & Avenue A,40.72217444,-73.98368779,40.72307749068673,-73.98583620786667,1248
207329,2 Ave & E 72 St,E 55 St & 2 Ave,40.7687620293096,-73.95840793848038,40.75797322,-73.96603308,1248
4346065,W 20 St & 7 Ave,W 21 St & 6 Ave,40.74238787,-73.99726235,40.74173969,-73.99415556,1247
4916827,Washington Pl & 6 Ave,W 21 St & 6 Ave,40.73224119,-74.00026394,40.74173969,-73.99415556,1247
2312240,E 6 St & Avenue B,Cooper Square & Astor Pl,40.72453734,-73.98185424,40.72951496224949,-73.99075269699097,1246
3870084,Sherman Ave & E 166 St,Sherman Ave & E 166 St,40.83130549267296,-73.91744792461395,40.83130549267296,-73.91744792461395,1245
4240421,W 13 St & 5 Ave,W 13 St & 7 Ave,40.735445,-73.99431,40.73781509,-73.99994661,1244
2168558,E 44 St & Lexington Ave,E 44 St & 2 Ave,40.752643,-73.974996,40.75118387463277,-73.97138714790344,1243
3427373,Morningside Ave & W 123 St,Morningside Ave & W 123 St,40.81,-73.9551508,40.81,-73.9551508,1242
45,1 Ave & E 110 St,1 Ave & E 110 St,40.7923272,-73.9383,40.7923272,-73.9383,1241
2925271,Henry St & Grand St,Forsyth St	& Grand St,40.714211,-73.981095,40.71779817737835,-73.99316132068634,1241
1863464,E 14 St & Avenue B,Ave A & E 14 St,40.72938685,-73.97772429,40.73031071000895,-73.98047178983688,1241
450339,45 Ave & 21 St,45 Ave & 21 St,40.74737075646803,-73.94777297973631,40.74737075646803,-73.94777297973631,1241
6767,1 Ave & E 16 St,E 20 St & FDR Dr,40.73221853,-73.98165557,40.733208626522426,-73.9756813647,1240
4281025,W 15 St & 7 Ave,W 15 St & 6 Ave,40.73935542,-73.99931783,40.738046142482766,-73.99642959237099,1240
3332424,Market St & Henry St,Clinton St & Grand St,40.71310702305908,-73.99446353316307,40.71559509,-73.9870295,1239
705112,8 Ave & W 33 St,W 43 St & 10 Ave,40.751551,-73.993934,40.76009437,-73.99461843,1239
1197391,Broadway & W 38 St,Broadway & W 25 St,40.7529728216068,-73.98734897375107,40.74286877312112,-73.98918628692627,1239
1229452,Broadway & W 51 St,W 53 St & 10 Ave,40.76228826,-73.98336183,40.76669671,-73.99061728,1238
4694332,W 54 St & 11 Ave,8 Ave & W 33 St,40.768333,-73.992573,40.751551,-73.993934,1237
2584097,Forest Ave & Summerfield St,Norman St & Wyckoff Ave,40.69922,-73.89795,40.69517,-73.90311,1237
2025516,E 25 St & 2 Ave,E 13 St & 2 Ave,40.73912601,-73.97973776,40.73153937464073,-73.9853024482727,1236
885309,Amsterdam Ave & W 82 St,Columbus Ave & W 72 St,40.78524672,-73.97667321,40.7770575,-73.97898475,1236
3786789,Roebling St & N 4 St,Roebling St & N 4 St,40.71469,-73.95739,40.71469,-73.95739,1235
124269,11 Ave & W 41 St,11 Ave & W 27 St,40.76030096,-73.99884222,40.751396,-74.005226,1235
3810237,S 4 St & Rodney St,S 4 St & Rodney St,40.70934,-73.95608,40.70934,-73.95608,1234
862409,Amsterdam Ave & W 66 St,W 70 St & Amsterdam Ave,40.7746671,-73.98470567,40.77748046,-73.98288594,1233
1368050,Cathedral Pkwy & Broadway,Cathedral Pkwy & Broadway,40.804213,-73.96699104,40.804213,-73.96699104,1233
588967,6 Ave & W 33 St,E 40 St & Park Ave,40.74901271,-73.98848395,40.750756,-73.978326,1232
2015096,E 23 St & 1 Ave,E 33 St & 1 Ave,40.736502,-73.97809472,40.74322681432173,-73.97449783980846,1232
1178867,Broadway & W 29 St,Broadway & E 21 St,40.7462009,-73.98855723,40.73988840858996,-73.98958593606949,1232
1759821,E 10 St & Avenue A,Broadway & E 14 St,40.72740794,-73.98142006,40.73454567,-73.99074142,1231
1107117,Broadway & E 21 St,9 Ave & W 22 St,40.73988840858996,-73.98958593606949,40.7454973,-74.00197139,1230
2215502,E 5 St & Avenue C,E 5 St & Avenue C,40.72299208,-73.97995466,40.72299208,-73.97995466,1229
4411501,W 26 St & 8 Ave,8 Ave & W 33 St,40.74734825,-73.99723551,40.751551,-73.993934,1229
2473726,E 9 St & 5 Ave,E 9 St & 5 Ave,40.73275887045087,-73.99581670761108,40.73275887045087,-73.99581670761108,1227
579987,6 Ave & Canal St,6 Ave & Canal St,40.72243797,-74.00566443,40.72243797,-74.00566443,1227
4356993,W 21 St & 6 Ave,8 Ave & W 38 St,40.74173969,-73.99415556,40.75461,-73.99177,1226
2347702,E 68 St & Madison Ave,E 68 St & Madison Ave,40.7691572,-73.96703464,40.7691572,-73.96703464,1226
3504771,N Moore St & Hudson St,North Moore St & Greenwich St,40.71996118117138,-74.00844320654869,40.72019521437465,-74.0103006362915,1225
646300,7 Ave & Central Park South,Grand Army Plaza & Central Park S,40.7667405590595,-73.9790689945221,40.7643971,-73.97371465,1225
1099670,Broadway & E 19 St,Broadway & E 21 St,40.73866091428551,-73.98987293243407,40.73988840858996,-73.98958593606949,1223
4896754,Warren St & W Broadway,Warren St & W Broadway,40.71473993,-74.00910627,40.71473993,-74.00910627,1223
825497,Allen St & Stanton St,Allen St & Rivington St,40.722055,-73.989111,40.72019576,-73.98997825,1223
1414018,Central Park S & 6 Ave,Broadway & W 58 St,40.76590936,-73.97634151,40.76695317,-73.98169333,1222
4347992,W 20 St & 8 Ave,8 Ave & W 31 St,40.74345335,-74.00004031,40.7505853470215,-73.9946848154068,1221
1479832,Cherry St,Cherry St,40.71219906,-73.97948148,40.71219906,-73.97948148,1221
1992264,E 20 St & FDR Dr,1 Ave & E 16 St,40.733208626522426,-73.9756813647,40.73221853,-73.98165557,1220
5018912,West St & Liberty St,North Moore St & Greenwich St,40.711444,-74.014847,40.72019521437465,-74.0103006362915,1220
2577840,Flushing Ave & Vanderbilt Ave,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805,40.69795031569544,-73.97077560424805,1220
1662315,DeKalb Ave & Hudson Ave,Willoughby St & Fleet St,40.689888,-73.981013,40.69196566,-73.9813018,1220
2743454,Grand Army Plaza & Central Park S,Central Park West & W 68 St,40.7643971,-73.97371465,40.7734066,-73.97782542,1220
4351551,W 20 St & 8 Ave,W 20 St & 10 Ave,40.74345335,-74.00004031,40.745686,-74.005141,1220
2364454,E 72 St & Park Ave,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,40.77118287540658,-73.96409422159195,1219
1207052,Broadway & W 41 St,Broadway & W 38 St,40.75513557,-73.98658032,40.7529728216068,-73.98734897375107,1219
1099516,Broadway & E 19 St,Broadway & E 19 St,40.73866091428551,-73.98987293243407,40.73866091428551,-73.98987293243407,1219
2154805,E 41 St & Madison Ave (SW corner),W 31 St & 7 Ave,40.752165280621966,-73.97992193698882,40.749156,-73.9916,1219
1453677,Central Park West & W 76 St,7 Ave & Central Park South,40.77896784,-73.97374737,40.7667405590595,-73.9790689945221,1219
524145,5 Ave & E 87 St,5 Ave & E 78 St,40.78232260730881,-73.95987510681152,40.77632142182271,-73.96427392959595,1218
2137053,E 40 St & Park Ave,FDR Drive & E 35 St,40.750756,-73.978326,40.744219,-73.97121214,1218
